respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,switzerland_region_primary_regional_languages,collector_type_source,Wie alt sind Sie?,Was ist Ihr Geschlecht?,Wie viele Personen leben in Ihrem Haushalt?,In welcher Art von Unterkunft wohnen Sie?,,,,Welche Art von Strom beziehen Sie hauptsächlich?,"Denken Sie, dass die zunehmende Erzeugung erneuerbarer Energien Herausforderungen für das Stromsystem mit sich bringt? Wenn ja, welche?Falls Sie es nicht wissen, können Sie gerne ‚wn‘ (weiss nicht) schreiben.",Welche der folgenden Konsequenzen der zunehmenden Einspeisung von erneuerbaren Energien ist aus Ihrer Sicht problematisch? (Nur eine Antwort möglich)?,"Bitte bewerten Sie, wie wichtig es für Sie ist, die folgenden Haushaltsgeräte jederzeit nutzen zu können (1 = sehr unwichtig, 5 = sehr wichtig)",,,,,,"Könnten Sie sich vorstellen, eines der folgenden Haushaltsgeräte für einen begrenzten Zeitraum nicht einzuschalten, wenn Sie vom Elektrizitätswerk darum gebeten werden?",,,,,,"Würde sich Ihre Bereitschaft erhöhen, die folgenden Haushaltsgeräte nicht zu nutzen, wenn Sie dafür eine finanzielle Belohnung erhalten würden?",,,,,,,,,,,,"Könnten Sie sich vorstellen, von Ihrem Elektrizitätswerk benachrichtigt zu werden (z. B. per SMS oder App), wenn das Stromnetz stark ausgelastet ist?","Könnten Sie sich vorstellen, einen intelligenten Zwischenstecker (Smart Plug) an Ihren Geräten zu installieren, damit Ihr Elektrizitätswerk Ihren Beitrag messen und Sie entsprechend vergüten kann?",Wie hoch ist Ihr monatliches Haushaltsnettoeinkommen?,Was ist Ihr höchster Bildungsabschluss?,Welche der folgenden Parteien entspricht am ehesten Ihrer politischen Präferenz?,Gender,Age,Device
118720873582,458224841,10/20/2024 05:56:12 PM,10/20/2024 06:03:33 PM,194.230.145.126,,,,,,,21,Weiblich,4,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,2,2,5 = sehr wichtig,4,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall",Nein,,Nein,,"Ja, f",,"Ja, +",30%,Nein,,"Ja, +",14%,Nein,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Keine Angabe,,,
118720873581,458224841,10/20/2024 05:56:08 PM,10/20/2024 06:03:32 PM,194.230.145.44,,,,,,,19,Männlich,5,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,2,1 = sehr unwichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",10%,Nein,,"Ja, f",,"Ja, f",,"Ja, +",20%,"Ja, f",,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Grüne Partei der Schweiz (GPS),,,
118720873448,458224841,10/20/2024 05:56:56 PM,10/20/2024 06:03:07 PM,194.230.148.2,,,,,,,23,Männlich,2,,Wohnung (Miete),,,Weiss nicht,"Ja, Effizienz, Menge und Preise",Steigende Strompreise für Verbraucher,1 = sehr unwichtig,3,5 = sehr wichtig,3,5 = sehr wichtig,3,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, +",,Nein,,Nein,,Nein,,"Ja, +",25%,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118720872081,458224841,10/20/2024 05:51:16 PM,10/20/2024 05:58:44 PM,194.230.145.148,,,,,,,unter 18,Weiblich,3,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Herausforderungen für die Stabilität der Netze,4,4,3,4,5 = sehr wichtig,4,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,Über 10.000 CHF,Sekundarschule/Realschule,Ich habe keine feste Parteipräferenz,,,
118720872071,458224841,10/20/2024 05:51:08 PM,10/20/2024 05:58:42 PM,178.197.219.28,,,,,,,57,Männlich,3,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Herausforderungen für die Stabilität der Netze,4,4,2,5 = sehr wichtig,5 = sehr wichtig,4,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,Über 10.000 CHF,Universität/Master,Ich habe keine feste Parteipräferenz,,,
118720869708,458224841,10/20/2024 05:44:25 PM,10/20/2024 05:50:55 PM,178.197.219.181,,,,,,,30,Weiblich,2,,Wohnung (Miete),,,Weiss nicht,"Erzeugung ist evtl weniger gut planbar, da abhängig vom Wetter",Steigende Strompreise für Verbraucher,3,3,4,5 = sehr wichtig,5 = sehr wichtig,2,"Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,Nein,,"Ja, f",,"Ja, f",,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Sozialdemokratische Partei der Schweiz (SP),,,
118720869178,458224841,10/20/2024 05:42:06 PM,10/20/2024 05:49:12 PM,213.55.237.48,,,,,,,39,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ja,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,2,4,3,5 = sehr wichtig,4,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe,,,
118720868828,458224841,10/20/2024 05:42:17 PM,10/20/2024 05:48:04 PM,178.197.211.150,,,,,,,40,Männlich,5,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Nein,Keine der genannten Konsequenzen ist problematisch,5 = sehr wichtig,5 = sehr wichtig,2,4,3,2,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Nein,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Ich habe keine feste Parteipräferenz,,,
118720617197,458224841,10/19/2024 11:54:00 PM,10/20/2024 12:00:12 AM,178.197.211.11,,,,,,,44,Männlich,3,Wohnung (Eigentum),,,,Eine Mischung aus konventionellem Strom und Ökostrom,nein,Steigende Strompreise für Verbraucher,3,4,3,5 = sehr wichtig,4,5 = sehr wichtig,"Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden",Nein,,Nein,,"Ja, +",10%,Nein,,Nein,,Nein,,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Sozialdemokratische Partei der Schweiz (SP),,,
118720359488,458224841,10/19/2024 12:28:37 PM,10/19/2024 12:34:15 PM,84.241.83.127,,,,,,,61,Männlich,4,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Weiss nicht ,Herausforderungen für die Stabilität der Netze,3,3,3,2,4,2,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",10%,"Ja, +",20%,"Ja, +",,Nein,,"Ja, +",10%,Nein,,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),,,
118720304414,458224841,10/19/2024 08:33:52 AM,10/19/2024 08:39:45 AM,158.181.117.213,,,,,,,42,Männlich,5,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,"Denke, dass du wenig geliefert werden kann, da der Stromverbrauch momentan zunimmt.",Steigende Strompreise für Verbraucher,3,4,2,5 = sehr wichtig,3,3,"Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",10%,"Ja, +",5%,"Ja, f",0%,Nein,,"Ja, +",,"Ja, +",,Ja,Ja,Über 10.000 CHF,Fachhochschule/Bachelor,Schweizerische Volkspartei (SVP),,,
118720210295,458224841,10/19/2024 02:49:18 AM,10/19/2024 02:53:20 AM,158.181.125.121,,,,,,,43,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Steigende Strompreise für Verbraucher,2,3,3,4,4,4,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",10%,"Ja, +",10%,"Ja, +",10%,Nein,,Nein,,Nein,,Nein,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Die Mitte,,,
118720095220,458224841,10/18/2024 10:50:44 PM,10/18/2024 10:57:09 PM,178.197.222.185,,,,,,,70,Männlich,2,Wohnung (Eigentum),,,,Eine Mischung aus konventionellem Strom und Ökostrom,genügend Rohstoff-Ressourcen,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,2,5 = sehr wichtig,5 = sehr wichtig,"Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden",Nein,,Nein,,Nein,,"Ja, f",10%,Nein,,Nein,,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Grünliberale Partei (GLP),,,
118719940488,458224841,10/18/2024 07:43:38 PM,10/18/2024 07:49:49 PM,151.248.190.227,,,,,,,39,Männlich,5,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,Die Speicherung von Energie in Form von Strom wird eine grosse Beteutung haben.,Bedrohung der Rentabilität von Stromunternehmen,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,5 = sehr wichtig,1 = sehr unwichtig,"Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),,,
118719844221,458224841,10/18/2024 05:58:33 PM,10/18/2024 06:04:59 PM,194.230.148.102,,,,,,,39,Männlich,2,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Klimawandel,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,4,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",40%,Nein,,Nein,,Nein,,"Ja, +",45%,"Ja, +",20%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Schweizerische Volkspartei (SVP),,,
118719800343,458224841,10/18/2024 05:15:18 PM,10/18/2024 05:18:49 PM,194.230.161.77,,,,,,,31,Weiblich,1,,Wohnung (Miete),,,Weiss nicht,Wn,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,4,4,4,4,4,4,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,FDP.Die Liberalen (FDP),,,
118719787450,458224841,10/18/2024 05:01:48 PM,10/18/2024 05:06:16 PM,213.55.185.202,,,,,,,18,Weiblich,3,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,Weiss nicht ,Steigende Strompreise für Verbraucher,2,4,1 = sehr unwichtig,3,4,3,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, +",,"Ja, f",,Ja,Ja,Keine Angabe,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118719777684,458224841,10/18/2024 04:52:19 PM,10/18/2024 04:56:28 PM,194.230.144.25,,,,,,,29,Männlich,2,,Wohnung (Miete),,,Weiss nicht,Wn,Steigende Strompreise für Verbraucher,2,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,3,3,"Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,"Ja, +",10%,"Ja, +",10%,"Ja, +",5%,"Ja, +",5%,"Ja, +",10%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),,,
118719751123,458224841,10/18/2024 04:21:40 PM,10/18/2024 04:30:02 PM,212.4.86.157,,,,,,,68,Männlich,2,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,5 = sehr wichtig,"Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden",,32%,,,,,,,,,,,Nein,Ja,Keine Angabe,Keine Angabe,Ich habe keine feste Parteipräferenz,,,
118719745254,458224841,10/18/2024 04:15:33 PM,10/18/2024 04:24:51 PM,149.22.89.90,,,,,,,49,Männlich,6,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",wn,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,3,1 = sehr unwichtig,3,4,"Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",20%,"Ja, +",20%,"Ja, f",,Nein,0%,"Ja, +",20%,"Ja, +",50%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Keine Angabe,,,
118719744912,458224841,10/18/2024 04:20:55 PM,10/18/2024 04:24:35 PM,195.20.93.194,,,,,,,31,Weiblich,3,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Herausforderungen für die Stabilität der Netze,5 = sehr wichtig,5 = sehr wichtig,2,5 = sehr wichtig,5 = sehr wichtig,4,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,"Ja, f",,"Ja, +",10%,Nein,,Nein,,Ja,Ja,3.000 - 5.000 CHF,Universität/Master,Ich habe keine feste Parteipräferenz,,,
118719740529,458224841,10/18/2024 04:10:32 PM,10/18/2024 04:20:34 PM,194.230.148.10,,,,,,,20,Weiblich,3,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Wn,Keine der genannten Konsequenzen ist problematisch,3,5 = sehr wichtig,4,2,2,2,"Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",2%,Nein,,"Ja, +",5%,"Ja, +",1%,"Ja, +",4%,"Ja, +",1%,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Grünliberale Partei (GLP),,,
118719740378,458224841,10/18/2024 04:13:32 PM,10/18/2024 04:20:25 PM,194.230.144.18,,,,,,,27,Männlich,3,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,Wn,Herausforderungen für die Stabilität der Netze,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,"Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,Ja,Ja,Über 10.000 CHF,Universität/Master,Grünliberale Partei (GLP),,,
118719731879,458224841,10/18/2024 04:07:19 PM,10/18/2024 04:12:43 PM,213.55.233.116,,,,,,,31,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Vermutlich Probleme mit Speicherung der Energie,Herausforderungen für die Stabilität der Netze,3,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,3,3,"Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, +",50%,Nein,0%,Nein,,Nein,,"Ja, f",50%,"Ja, f",50%,Ja,Ja,3.000 - 5.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),,,
118719723990,458224841,10/18/2024 04:03:03 PM,10/18/2024 04:05:23 PM,178.197.202.222,,,,,,,über 95,Divers,über 6,,,,Haus (Eigentum),Weiss nicht,Die Katze macht iaaaaah,Keine der genannten Konsequenzen ist problematisch,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall",Nein,4%,Nein,5%,Nein,7%,Nein,11%,Nein,12%,Nein,11%,Nein,Nein,Über 10.000 CHF,Keine Schulbildung,Andere Partei,,,
118719722284,458224841,10/18/2024 03:59:52 PM,10/18/2024 04:03:47 PM,194.230.144.224,,,,,,,32,Männlich,1,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Ünerproduktion am mittag,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,3,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,4,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",20%,Nein,20%,Nein,20%,Nein,20%,"Ja, +",20%,"Ja, +",20%,Nein,Nein,Über 10.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),,,
118719718843,458224841,10/18/2024 03:54:20 PM,10/18/2024 04:00:48 PM,213.55.237.162,,,,,,,66,Weiblich,2,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Kapazitätsgrage,Herausforderungen für die Stabilität der Netze,3,1 = sehr unwichtig,2,2,1 = sehr unwichtig,2,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, +",,"Ja, f",,Ja,Nein,Über 10.000 CHF,Universität/Master,Ich habe keine feste Parteipräferenz,,,
118719706439,458224841,10/18/2024 03:45:14 PM,10/18/2024 03:48:52 PM,194.230.144.30,,,,,,,49,Weiblich,6,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,2,2,5 = sehr wichtig,3,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,"Ja, f",,"Ja, f",,Nein,,"Ja, f",,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118719702607,458224841,10/18/2024 03:36:38 PM,10/18/2024 03:45:08 PM,178.197.207.255,,,,,,,72,Weiblich,2,Wohnung (Eigentum),,,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Wn,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,5 = sehr wichtig,3,4,4,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",,"Ja, +",,"Ja, f",,"Ja, +",,"Ja, f",,"Ja, f",,Ja,Ja,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118719701032,458224841,10/18/2024 03:36:06 PM,10/18/2024 03:43:35 PM,213.55.184.147,,,,,,,41,Männlich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,"Ja. Stromverteilung von dezentralen Erzeugern. Wer bekommt wieviel für den erzeugten Strom. Bereitstellung von genügend Strom wenn gewisse Erzeuger nicht liefer z.B. ohne Somnenschein, ohne Wind, etc.",Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,2,4,4,5 = sehr wichtig,3,2,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden",Nein,,Nein,,Nein,,Nein,,Nein,,Nein,,Nein,Nein,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Ich habe keine feste Parteipräferenz,,,
118719698162,458224841,10/18/2024 03:35:53 PM,10/18/2024 03:40:51 PM,83.78.133.241,,,,,,,25,Männlich,2,,Wohnung (Miete),,,Weiss nicht,"Stärkere Leistungsschwankungen (Sonnen- und Windenergie), welche mit anderen erneuerbaren Energien ausgeglichen werden müssen",Herausforderungen für die Stabilität der Netze,2,5 = sehr wichtig,5 = sehr wichtig,4,3,2,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, f",,Nein,,Nein,,"Ja, +",,"Ja, +",,"Ja, +",,Ja,Nein,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118719690366,458224841,10/18/2024 03:27:40 PM,10/18/2024 03:33:17 PM,85.4.255.44,,,,,,,39,Männlich,5,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,  Nein,Herausforderungen für die Stabilität der Netze,4,4,3,3,4,2,"Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden",Nein,,Nein,,"Ja, +",,"Ja, f",,"Ja, +",,"Ja, f",,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,,,
118719658084,458224841,10/18/2024 02:58:56 PM,10/18/2024 03:03:34 PM,213.55.237.75,,,,,,,46,Weiblich,4,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Es wird zuviel gebraucht,Steigende Strompreise für Verbraucher,1 = sehr unwichtig,3,2,4,3,,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, f",,Nein,,"Ja, +",50%,Nein,,"Ja, +",50%,"Ja, +",50%,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Sozialdemokratische Partei der Schweiz (SP),,,
118719657490,458224841,10/18/2024 02:56:50 PM,10/18/2024 03:03:03 PM,178.197.223.205,,,,,,,62,Weiblich,1,,Wohnung (Miete),,,Weiss nicht,Wn,Keine der genannten Konsequenzen ist problematisch,3,1 = sehr unwichtig,5 = sehr wichtig,5 = sehr wichtig,4,3,"Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall",,20%,Nein,,Nein,,Nein,,,20%,Nein,,Nein,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe,,,
118719648913,458224841,10/18/2024 02:51:14 PM,10/18/2024 02:55:28 PM,194.230.144.40,,,,,,,19,Männlich,4,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,wn,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,3,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",5%,Nein,,Nein,,Nein,,Nein,,Nein,,Nein,Nein,Keine Angabe,Sekundarschule/Realschule,Schweizerische Volkspartei (SVP),,,
